chr	start	stop	strand	SRR5720118	SRR5720119	SRR5720120	SRR5720121	SRR5720122	SRR5720123	SRR5720124	SRR5720125	SRR5720126	SRR5720127	SRR5720128	SRR5720129	SRR5720130	SRR5720131	SRR5720132	SRR5720133	SRR5720134	SRR5720135	SRR5720136	SRR5720137	SRR5720138	SRR5720139	SRR5720140	SRR5720141
chr4	6417164	6418523	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	6419863	6423498	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr4	6420049	6423498	-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	6421056	6423498	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr4	6423321	6424987	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	6711457	6741567	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
chr4	6741285	6842426	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	6822904	6842426	-	0	18	3	5	0	3	4	0	0	5	0	1	0	8	3	0	0	3	0	0	0	7	5	1
chr4	8169595	8189392	-	0	0	0	0	1	0	0	0	6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
chr4	8169595	8221674	-	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
chr4	8183252	8189392	-	0	0	0	0	8	0	0	0	3	0	0	0	5	0	0	0	2	0	0	1	2	0	0	0
chr4	8183252	8221674	-	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0
chr4	8561151	8582493	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
chr4	8572525	8582493	+	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0
chr4	8577954	8578563	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	8577954	8582493	+	0	0	2	3	0	2	3	0	5	4	3	3	1	2	3	0	4	5	2	0	3	2	0	0
chr4	8751323	8753148	+	0	0	3	3	37	0	1	0	44	1	3	0	79	0	0	5	50	0	0	4	42	2	0	1
chr4	8751323	8785763	+	26	3	0	5	39	0	2	0	34	0	0	3	77	1	4	0	50	0	2	0	28	1	1	0
chr4	8751323	8801465	+	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0
chr4	8751323	8811495	+	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
chr4	8751323	8822491	+	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr4	8785341	8801465	+	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	8785341	8811495	+	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
chr4	8785341	8822491	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	8801323	8806361	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	8801323	8811495	+	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
chr4	8805150	8811495	+	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
chr4	8822376	8828408	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	8826883	8856831	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	8832474	8838761	+	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
chr4	8838550	8844712	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	8864305	8865735	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	9281387	9282012	+	0	1	0	0	8	0	0	0	3	0	1	0	6	0	0	0	3	0	2	0	2	1	0	2
chr4	9281387	9350821	+	0	0	0	0	1	3	1	0	2	1	0	0	2	1	2	8	0	0	0	2	0	4	2	0
chr4	9281387	9429975	+	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
chr4	9474897	9484607	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	9474897	9532065	-	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	2	0	0	1	2	0	0	0
chr4	9474897	9542310	-	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
chr4	9474897	9604629	-	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9474897	9610938	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9484471	9532065	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
chr4	9484471	9610938	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9508626	9517734	-	0	0	0	0	2	0	0	0	3	2	0	0	4	0	1	0	0	0	0	0	4	0	1	0
chr4	9508626	9532065	-	0	0	0	0	6	1	0	0	9	0	2	0	16	0	0	0	5	0	2	3	9	0	0	3
chr4	9508626	9542310	-	0	0	0	0	5	0	0	0	8	0	0	0	12	0	1	0	2	0	0	2	6	0	0	0
chr4	9508626	9583856	-	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
chr4	9508626	9604629	-	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr4	9508626	9610938	-	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
chr4	9514588	9542310	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	9529885	9532065	-	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	1	0	0	0
chr4	9529885	9542310	-	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0
chr4	9529885	9604629	-	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
chr4	9529885	9610938	-	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	9537678	9583856	-	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr4	9537678	9604629	-	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9537678	9610938	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
chr4	9542224	9610938	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9583811	9604629	-	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	8	0	0	0	0	1	0	0
chr4	9583811	9607871	-	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9583811	9610938	-	0	0	0	0	29	0	0	0	35	0	0	0	59	0	10	0	52	0	7	0	23	0	0	0
chr4	9583811	9639347	-	0	0	0	0	0	0	0	0	4	0	0	0	3	2	1	0	0	0	0	0	0	0	0	1
chr4	9601306	9604629	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4	9601306	9639347	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	9604515	9610938	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9610842	9639347	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	9635900	9639347	-	0	62	41	67	54	27	27	0	72	20	25	45	134	28	44	10	82	16	23	43	80	39	21	28
chr4	11053431	11060994	-	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11059011	11070322	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr4	11060860	11066707	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11193925	11197299	+	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
chr4	11193925	11199431	+	0	2	1	0	0	1	0	0	2	0	0	0	2	0	1	0	3	2	1	0	0	0	0	0
chr4	11193925	11201416	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
chr4	11193925	11202347	+	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0
chr4	11195019	11201416	+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11213705	11248311	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr4	11216456	11219926	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	11216456	11234712	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr4	11218611	11221297	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr4	11218611	11223887	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11218611	11248311	-	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	11221112	11223887	-	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr4	11221112	11231723	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11221112	11235610	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11221112	11239462	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
chr4	11221112	11248311	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr4	11221112	11252950	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	11225601	11234712	-	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1
chr4	11225601	11248311	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	11227119	11235610	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	11228850	11230508	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr4	11234570	11246146	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	11239306	11247903	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11239306	11248311	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0
chr4	11245723	11246146	-	0	0	1	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0
chr4	11245723	11248311	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11267612	11277985	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	11267612	11290522	-	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr4	11267612	11304390	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	11273006	11304390	-	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0
chr4	11281003	11304390	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
chr4	11285053	11303457	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr4	11285053	11304390	-	0	2	1	2	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0
chr4	11285053	11317180	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11287474	11303457	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr4	11292553	11304390	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11295935	11317180	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11494763	11501357	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4	11494763	11514168	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	11494763	11534321	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11498739	11501357	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr4	11498739	11505610	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11507906	11519414	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11518925	11527883	+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11521104	11534321	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11522852	11534321	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	11526346	11531045	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	11526346	11534321	+	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11526346	11542203	+	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11527647	11531045	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	11527647	11534321	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11528537	11531045	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	11528537	11544997	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	11534188	11546300	+	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	11539909	11542203	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr4	11539909	11544997	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11539909	11546300	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	11544830	11546300	+	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
chr4	11563326	11601758	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	11593620	11595939	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11593620	11597994	+	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11593620	11606336	+	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	11593620	11612438	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	12057315	12063830	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	12068867	12070603	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	12068933	12069413	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	12155648	12168324	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	12157650	12168324	-	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	12164087	12171218	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	12166937	12168222	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0
chr4	12166943	12168228	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
chr4	13771375	13841887	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	13771375	13846957	+	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2	0	0	0
chr4	13771375	13860061	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13771375	13866032	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	13835632	13838001	+	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
chr4	13835632	13841887	+	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13835632	13846957	+	0	27	13	19	9	11	9	0	9	8	6	13	19	9	18	0	16	2	5	14	3	19	12	9
chr4	13835632	13860061	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	13835632	13866032	+	0	5	0	3	0	0	0	0	1	2	0	2	0	1	1	0	0	0	0	4	4	3	2	1
chr4	13835632	13881240	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr4	13846775	13846957	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr4	13846775	13866032	+	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13846775	13881240	+	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13859810	13866032	+	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1
chr4	13865200	13866032	+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13875476	13881240	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0
chr4	14524461	14533681	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr4	14886533	14893624	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	14960007	14966018	-	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
chr4	15052619	15111302	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr4	15991231	15992433	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	16151916	16158430	-	0	10	8	7	5	4	4	0	2	6	3	3	8	4	12	0	8	8	6	4	5	12	7	4
chr4	17987571	17996316	+	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	3	0	0	2	0	0
chr4	17987571	18011795	+	0	4	0	0	0	1	3	0	0	3	5	4	3	3	4	0	1	0	0	2	0	4	0	1
chr4	17987571	18093468	+	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	17996193	18011795	+	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0
chr4	18011490	18011795	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4	18051721	18054578	+	0	2	1	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
chr4	19535211	19543337	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr4	19550587	19555501	-	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0
chr4	19586775	19588685	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	19586775	19595159	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	19595069	19605536	+	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	19618284	19623222	-	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	19618284	19650440	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	19618284	19673294	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr4	19623101	19643461	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr4	19627632	19650440	-	0	2	0	0	1	0	0	0	1	0	0	1	4	0	0	0	2	0	0	2	0	0	1	0
chr4	19635253	19643461	-	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	19638604	19643461	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	20046202	20058229	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	21732217	21746774	+	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21742704	21743245	+	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21759369	21759793	-	0	2	2	1	2	0	1	0	1	0	0	0	0	0	2	0	3	0	2	2	0	0	1	2
chr4	21780340	21782986	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4	21780340	21784793	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	21780340	21797390	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr4	21780340	21817644	+	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21781735	21797390	+	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr4	21781735	21804313	+	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	21781735	21810823	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	21781735	21825077	+	0	0	0	0	0	0	1	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0
chr4	21796928	21797294	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21797294	21816938	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr4	21824416	21826251	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr4	21854346	21862177	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
chr4	21857179	21857368	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4	21857179	21866014	+	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21859083	21869615	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	21859307	21860819	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	21870405	21871437	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	21892808	21900506	+	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0
chr4	21936632	21948888	+	0	0	0	1	0	0	0	0	0	0	1	1	0	2	2	0	1	0	1	0	1	0	0	0
chr4	21936632	21982502	+	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21948691	21958667	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	21948691	21982502	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0
chr4	21958443	21982502	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4	22375660	22377077	+	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	22375660	22390921	+	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0
chr4	22375660	22403745	+	0	0	0	1	1	2	2	0	8	3	0	5	12	3	5	0	3	0	2	0	4	7	3	0
chr4	22375660	22427462	+	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
chr4	22376495	22427462	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr4	22385906	22390921	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
chr4	22385906	22403745	+	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0
chr4	24505344	24536448	+	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr4	24521240	24536448	+	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	24626896	24632701	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr4	24626896	24650266	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr4	24649539	24650266	-	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	2	0	1	0
chr4	24649539	24682270	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr4	24649539	24709051	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	24682054	24709051	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
