miRNA	SRR5144155	SRR5144156	SRR5144157	SRR5144158	SRR5144159	SRR5144160	SRR5144161	SRR5144162	SRR5144163	SRR5144164	SRR5144165	SRR5144166	SRR5144167	SRR5144168	SRR5144169	SRR5144170	SRR5144171	SRR5144172	SRR5144173	SRR5144174	SRR5144175	SRR5144176	SRR5144177
mmu-miR-3112-5p	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-3113-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
mmu-miR-3113-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-32-3p	3	11	4	4	4	3	2	5	6	4	3	1	3	8	8	7	3	5	1	1	5	5	0
mmu-miR-32-5p	103	133	128	76	84	141	58	76	46	50	71	19	84	126	154	156	112	95	73	58	70	86	18
mmu-miR-320-3p	2818	4397	3520	2381	2321	3956	1021	1220	784	733	949	347	1414	1842	1567	2446	1837	2769	1878	901	1388	1867	429
mmu-miR-320-5p	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
mmu-miR-322-3p	103	107	116	87	58	119	227	214	177	142	180	85	183	230	321	333	270	158	89	62	104	98	25
mmu-miR-322-5p	196	212	178	157	142	241	556	606	593	404	541	222	600	709	783	962	734	312	205	132	174	254	64
mmu-miR-323-3p	640	641	611	551	444	681	1158	1358	1004	683	1144	518	1431	1790	1608	2721	1950	1426	743	469	615	947	332
mmu-miR-323-5p	32	18	23	32	21	33	60	68	51	41	50	34	52	71	57	137	51	36	13	7	26	25	5
mmu-miR-324-3p	227	245	237	209	166	208	205	287	181	147	223	127	317	422	383	554	447	312	168	93	146	195	70
mmu-miR-324-5p	687	719	909	637	458	774	553	660	428	495	481	208	781	1193	1183	1506	916	735	356	301	441	475	136
mmu-miR-325-3p	70	93	87	64	53	89	54	79	45	34	55	30	84	108	103	142	94	86	44	37	49	36	14
mmu-miR-325-5p	69	105	82	63	51	69	41	60	72	26	63	24	65	92	69	108	120	94	68	31	52	72	22
mmu-miR-326-3p	2437	3225	2679	2606	1935	3187	2277	2617	1816	1582	2223	995	2117	5227	4370	5843	2545	2439	908	525	838	1484	195
mmu-miR-326-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-328-3p	6136	7614	6892	6088	4850	7501	4344	6110	3756	3834	4972	2335	6322	9009	9048	12947	8930	5903	2668	1634	3023	3302	1198
mmu-miR-328-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-329-3p	168	192	178	154	107	194	263	270	178	201	261	101	154	326	388	439	209	147	66	29	74	91	15
mmu-miR-329-5p	742	876	864	834	572	818	1242	1367	978	1061	1236	545	1502	2038	2082	2834	2150	713	409	277	367	463	122
mmu-miR-33-3p	68	89	68	64	46	71	59	47	30	29	36	18	54	78	79	97	68	65	24	21	21	52	11
mmu-miR-33-5p	193	307	218	114	190	278	147	314	77	142	264	32	145	287	222	407	336	98	122	59	90	158	43
mmu-miR-330-3p	351	386	326	292	249	340	622	841	686	537	684	265	784	1200	1046	1511	973	530	277	163	284	343	101
mmu-miR-330-5p	2485	2641	2675	2173	1501	2558	4532	5952	5195	3673	4569	2356	5240	7560	7307	9496	7768	3785	2044	1430	2062	2451	865
mmu-miR-331-3p	1591	1661	1692	1505	1131	1892	1871	1899	1735	1220	1553	697	1969	2637	2558	3182	1334	3277	1076	657	1024	1509	266
mmu-miR-331-5p	18	22	20	29	18	20	11	25	23	16	12	10	23	24	23	36	39	29	11	10	9	15	7
mmu-miR-335-3p	497	551	470	411	294	467	2600	2751	2484	1748	2179	1158	1141	1749	2059	2094	1284	1299	799	501	734	832	197
mmu-miR-335-5p	770	990	648	750	585	782	2122	2124	1766	1428	2034	563	1356	1921	1952	2541	1291	1766	1103	499	804	1422	210
mmu-miR-337-3p	207	269	321	229	178	295	214	287	165	166	218	72	211	302	307	450	289	201	139	97	115	167	61
mmu-miR-337-5p	634	748	623	610	495	760	1054	1345	1299	757	1158	517	1495	1697	1522	2230	1726	700	347	187	273	470	158
mmu-miR-338-3p	10988	14625	12894	10231	8038	12508	7068	9942	9562	6222	8252	2627	12976	13359	15447	16889	15758	9752	6150	3429	6109	6651	1640
mmu-miR-338-5p	765	1112	931	754	623	861	628	894	829	565	683	316	952	1153	1076	1452	1294	847	550	349	482	569	153
mmu-miR-339-3p	246	282	199	229	179	294	213	218	191	84	188	100	383	428	415	594	320	294	101	73	83	204	63
mmu-miR-339-5p	230	292	277	213	180	325	179	253	163	133	218	65	280	333	461	550	330	479	243	157	249	304	89
mmu-miR-340-3p	304	386	348	291	244	351	195	250	186	180	230	91	288	322	292	398	421	319	159	150	172	235	83
mmu-miR-340-5p	25133	39225	31756	26006	19931	35801	13441	17459	10443	11920	13291	2868	15475	23404	20552	33938	20708	22436	12626	7758	12852	15821	2853
mmu-miR-341-3p	8106	8596	7764	6753	5600	8361	13415	15976	11148	10185	12775	5429	17488	26934	23467	37608	20212	8648	4314	3328	4998	5592	2031
mmu-miR-341-5p	37	38	38	21	25	43	44	67	29	32	50	11	51	88	67	101	59	46	19	16	21	28	7
mmu-miR-342-3p	2433	3203	2699	2381	1857	2926	2460	2629	2153	1394	2548	979	3627	4604	4723	6317	3795	4581	2174	1433	1608	3104	768
mmu-miR-342-5p	71	79	67	53	57	59	104	101	86	72	77	43	99	121	112	182	176	123	87	43	68	110	37
mmu-miR-343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344-3p	3064	4302	3994	3080	2458	4148	2310	3088	1942	1954	2588	914	2074	3178	3074	4072	3106	5569	2854	1822	2580	3754	1242
mmu-miR-344-5p	0	0	0	2	0	0	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-344b-3p	427	458	384	395	233	399	755	1035	655	621	784	243	854	1444	1062	1928	1477	163	107	70	126	115	27
mmu-miR-344b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344c-3p	21	36	32	35	27	55	97	132	79	71	112	32	127	179	156	237	219	95	59	30	40	86	19
mmu-miR-344c-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344d-1-5p	0	0	0	0	0	0	0	1	1	0	2	0	3	4	1	4	0	0	0	0	0	0	0
mmu-miR-344d-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344d-3-5p	1	2	0	3	1	0	31	51	23	23	26	23	80	84	64	111	105	5	5	2	4	12	1
mmu-miR-344d-3p	429	306	291	216	216	279	4100	6034	4150	3549	4521	2408	8541	11344	9003	15992	13924	1287	657	475	894	687	264
mmu-miR-344e-3p	3	0	0	0	0	1	2	3	6	0	3	0	2	1	2	10	2	2	1	0	0	2	0
mmu-miR-344e-5p	0	0	0	0	0	0	3	3	3	0	3	0	0	1	3	0	0	0	0	0	0	0	0
mmu-miR-344f-3p	14	12	4	7	7	10	25	37	20	12	18	12	35	42	36	62	33	57	39	21	27	42	15
mmu-miR-344f-5p	4	0	1	1	1	0	17	10	4	4	6	2	2	15	16	9	7	9	11	5	7	9	4
mmu-miR-344g-3p	0	2	5	2	2	4	3	3	4	1	7	3	1	1	0	2	2	6	2	2	0	1	0
mmu-miR-344g-5p	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
mmu-miR-344h-3p	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	4	0	0	0	0	0	0	0
mmu-miR-344h-5p	0	0	0	0	0	0	3	3	3	0	3	0	0	1	3	0	0	0	0	0	0	0	0
mmu-miR-344i	0	1	0	0	0	2	0	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0
mmu-miR-345-3p	191	228	208	174	152	189	176	185	182	108	170	74	280	355	285	472	254	292	206	101	97	182	68
mmu-miR-345-5p	403	558	548	427	328	517	263	306	240	223	233	113	255	611	580	695	363	455	261	159	213	280	74
mmu-miR-346-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
mmu-miR-346-5p	117	148	131	125	98	141	147	184	140	96	171	80	233	349	301	469	241	134	60	49	54	82	33
mmu-miR-3470a	18	18	9	8	8	8	11	11	7	8	7	2	12	27	12	15	6	9	23	12	20	14	1
mmu-miR-3470b	38	32	30	23	25	33	21	15	13	10	7	6	32	49	31	29	31	46	30	28	20	24	8
mmu-miR-3471	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	2	2	0	0
mmu-miR-3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-3473a	5	5	4	0	4	5	0	4	3	0	0	0	2	2	1	1	3	1	0	4	1	2	0
mmu-miR-3473b	4	4	3	0	0	3	2	2	3	1	1	1	4	7	5	2	1	6	2	1	5	3	0
mmu-miR-3473c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3473d	3	9	5	3	4	6	10	7	2	3	5	4	9	13	4	13	7	5	5	1	5	3	0
mmu-miR-3473e	1	1	0	0	0	1	0	0	2	1	0	0	2	4	3	1	0	4	1	0	5	2	0
mmu-miR-3473f	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
mmu-miR-3473g	2	0	0	0	0	0	1	2	2	1	0	0	3	1	0	2	1	0	0	1	2	0	0
mmu-miR-3473h-5p	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-3474	1	2	4	0	0	3	0	1	1	0	1	0	0	1	0	2	1	1	2	0	0	0	2
mmu-miR-3475-3p	98	58	38	50	29	61	338	271	208	123	258	99	476	551	485	895	692	177	64	32	57	133	37
mmu-miR-3475-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-34a-3p	13	7	15	16	15	22	1	5	3	4	8	0	1	3	6	4	4	2	2	0	1	0	0
mmu-miR-34a-5p	1766	2332	2354	1949	1350	2127	394	654	377	468	462	246	328	397	525	515	416	179	152	74	133	142	36
mmu-miR-34b-3p	191	204	88	75	113	105	60	72	38	34	32	29	230	100	462	134	131	26	13	8	13	22	2
mmu-miR-34b-5p	861	1307	396	330	559	443	304	313	188	192	198	82	1124	497	1995	824	504	102	70	54	62	105	23
mmu-miR-34c-3p	76	120	54	29	72	46	29	37	24	18	29	19	112	54	197	60	66	11	10	6	10	17	2
mmu-miR-34c-5p	13966	18116	6311	4734	8360	7151	5760	5503	4074	3074	3381	2773	20326	8286	38285	11271	10587	1930	1085	782	1128	1726	450
mmu-miR-350-3p	93	143	122	97	87	146	68	95	52	49	92	21	116	140	158	202	118	201	94	62	70	161	32
mmu-miR-350-5p	179	207	164	117	99	187	126	128	131	89	108	41	203	245	240	298	208	241	134	82	114	183	27
mmu-miR-351-3p	0	0	0	0	1	1	0	3	1	1	1	0	2	1	2	1	0	0	1	1	1	0	0
mmu-miR-351-5p	447	403	512	359	328	595	1106	1230	945	887	1050	483	1313	1405	1779	2113	1460	790	397	305	483	453	155
mmu-miR-3535	95	118	128	95	71	109	51	49	44	45	45	15	84	123	109	150	107	119	84	56	71	84	36
mmu-miR-3544-3p	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-3544-5p	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-3547-3p	14	2	1	6	2	0	31	16	26	10	14	6	3	4	7	19	4	11	2	2	0	1	2
mmu-miR-3547-5p	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3552	28	36	6	6	16	8	45	46	29	15	42	16	92	51	85	50	33	2	1	0	2	0	0
mmu-miR-3569-3p	0	0	0	0	1	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mmu-miR-3569-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3572-3p	11	18	18	13	12	22	6	6	3	1	8	0	6	11	11	14	5	19	7	4	7	12	5
mmu-miR-3572-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	1	0
mmu-miR-361-3p	946	1346	1138	1060	778	1131	787	1100	832	635	875	379	1144	1558	1313	2052	1657	1321	757	407	637	902	235
mmu-miR-361-5p	1058	1547	1392	1181	840	1471	719	1030	851	654	795	316	1161	1498	1229	1788	1380	1651	1101	691	886	1139	336
mmu-miR-3618-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-3618-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-362-3p	124	217	175	97	140	191	71	110	35	41	79	14	78	130	100	180	128	183	157	82	159	215	30
mmu-miR-362-5p	21	27	29	16	11	18	15	23	10	19	23	7	22	33	31	33	31	34	25	7	19	25	4
mmu-miR-3620-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3620-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-363-3p	17	21	13	7	7	17	17	18	12	0	10	7	20	10	23	26	12	12	4	6	6	3	1
mmu-miR-363-5p	1	2	1	1	0	0	1	1	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0
mmu-miR-365-1-5p	1	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	2	0	2	1	0	0	0
mmu-miR-365-2-5p	0	0	1	0	1	1	2	0	1	0	1	0	2	2	2	6	2	1	0	1	1	0	0
mmu-miR-365-3p	138	214	162	198	142	220	176	364	226	204	270	42	284	368	284	458	294	172	124	70	94	142	30
mmu-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-369-3p	1721	1868	1472	1469	1099	1699	3467	3975	2727	2179	3095	1061	3724	5052	4860	7188	4046	2966	1534	869	1144	2131	419
mmu-miR-369-5p	976	1076	1114	893	670	1078	4553	6060	4394	3617	4563	2547	2852	4008	3573	5181	4468	4227	2459	1669	2272	2824	1057
mmu-miR-370-3p	278	303	238	239	195	289	796	1023	627	567	709	368	977	1364	1215	1977	1285	670	522	249	349	397	130
mmu-miR-370-5p	100	58	66	85	42	96	161	236	200	138	184	89	234	373	296	434	311	124	72	49	69	59	37
mmu-miR-374b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-374b-5p	115	141	123	124	97	152	68	73	59	45	61	27	61	141	128	158	119	144	82	36	77	76	18
mmu-miR-374c-3p	63	84	76	66	45	88	52	91	62	46	55	35	79	125	120	123	146	62	44	22	32	38	15
mmu-miR-374c-5p	115	141	123	124	97	152	68	73	59	45	61	27	61	141	128	159	119	144	82	36	77	76	18
mmu-miR-375-3p	673	786	461	253	493	346	692	860	573	379	447	333	1483	1085	1743	1396	1329	6215	3535	2273	3792	4357	3342
mmu-miR-375-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-376a-3p	229	233	248	201	161	284	461	674	270	439	580	59	388	637	625	891	711	245	207	103	218	325	59
mmu-miR-376a-5p	853	994	700	863	595	918	1122	1008	796	505	1040	320	1785	2341	2164	2967	1889	528	194	143	148	444	102
mmu-miR-376b-3p	698	682	675	716	452	651	1746	2331	1528	1310	1826	637	1905	2372	2606	3256	2399	1339	673	484	683	797	250
mmu-miR-376b-5p	1223	1535	1247	1201	852	1423	1200	1368	853	823	1074	434	1775	2288	2235	3035	2062	685	475	265	360	523	136
mmu-miR-376c-3p	177	194	171	141	119	189	256	277	193	195	236	78	291	326	318	520	340	180	102	60	82	130	17
mmu-miR-376c-5p	18	28	16	20	19	18	7	16	9	7	6	6	9	23	22	38	21	20	10	2	3	10	2
mmu-miR-377-3p	31	41	35	38	28	45	62	93	63	56	72	9	69	107	88	116	83	55	47	12	33	38	16
mmu-miR-377-5p	67	69	63	51	40	55	156	199	156	128	165	88	225	251	231	374	214	114	45	29	38	41	19
mmu-miR-378a-3p	34492	45430	38424	28895	27479	45315	13779	17073	11875	10924	11814	5835	18008	25161	23572	34528	23371	26690	15146	9220	15004	18052	5053
mmu-miR-378a-5p	446	718	730	508	427	750	61	137	85	54	105	32	125	192	229	256	121	227	97	91	92	168	45
mmu-miR-378b	164	234	185	184	145	182	216	282	177	176	238	93	87	108	121	186	108	555	236	190	248	322	81
mmu-miR-378c	5668	7512	6648	5103	4397	7726	2043	2622	1746	1659	1807	813	2761	3639	3946	5573	3467	4595	2417	1648	2696	2880	806
mmu-miR-378d	493	566	486	449	402	573	199	239	173	149	151	90	237	356	307	505	337	436	219	137	236	263	61
mmu-miR-379-3p	314	291	279	281	255	337	482	548	648	351	436	219	578	717	710	1022	697	303	188	107	173	219	65
mmu-miR-379-5p	478	656	759	518	399	754	624	1037	674	627	760	400	1120	1248	1148	1469	1437	508	380	257	291	357	137
mmu-miR-380-3p	1044	856	841	812	622	840	1931	2190	2074	1336	1837	952	2054	2847	2802	3522	2720	976	481	391	513	640	243
mmu-miR-380-5p	33	54	36	27	31	37	45	85	53	47	58	21	86	92	96	153	83	18	18	12	14	20	9
mmu-miR-381-3p	60765	85053	75965	56225	47508	78041	38622	53881	32850	28879	36861	15469	54083	88193	70847	108763	72150	42624	22902	15465	21688	28107	9062
mmu-miR-381-5p	18	16	21	9	16	19	19	29	21	16	24	8	25	29	33	65	27	15	11	5	6	13	2
mmu-miR-382-3p	321	400	354	295	218	380	403	510	308	269	352	154	405	622	671	790	518	288	231	110	164	240	36
mmu-miR-382-5p	918	1098	1106	962	719	1020	1264	1401	983	804	1050	466	1387	1950	1598	2761	1798	866	595	395	434	636	170
mmu-miR-383-3p	3	3	2	4	4	1	14	35	21	10	16	9	8	16	15	10	14	10	9	3	5	4	3
mmu-miR-383-5p	525	316	304	489	209	356	2379	3112	2071	1999	2171	1060	923	1244	1624	1679	1745	1073	723	371	615	845	181
mmu-miR-384-3p	988	1211	1170	1164	790	1317	1079	1173	867	793	974	309	1143	1733	1876	2261	1300	1771	894	486	799	1104	168
mmu-miR-384-5p	1697	1784	2140	1719	1303	2010	1158	1638	1123	1357	1231	558	1830	2537	1679	3273	2090	2643	2048	1208	1719	1818	558
mmu-miR-3960	5	5	2	2	0	7	1	0	0	0	0	1	0	3	3	1	0	1	1	0	1	0	3
mmu-miR-3961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3962	4	2	3	0	0	5	4	0	0	4	1	0	0	1	0	1	1	0	0	1	0	1	0
mmu-miR-3963	4	8	7	8	1	8	7	3	1	7	3	2	3	3	4	8	12	9	5	6	1	2	0
mmu-miR-3964	0	1	2	1	1	0	4	2	3	1	3	3	2	2	9	7	2	3	1	0	2	2	0
mmu-miR-3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3966	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3968	112	117	94	126	81	107	105	150	74	84	120	53	126	170	165	230	184	189	109	68	123	115	32
mmu-miR-3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3970	21	37	29	21	18	30	15	19	11	9	10	8	11	17	19	32	30	25	18	14	19	14	5
mmu-miR-3971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-409-3p	1460	1816	1908	1352	1029	1776	4921	6999	5052	3964	4965	2378	8178	10183	8626	12200	11954	3224	1822	1356	1786	1968	797
mmu-miR-409-5p	169	70	41	250	69	45	762	724	604	550	559	253	508	562	135	897	392	338	141	108	276	201	66
mmu-miR-410-3p	29691	31211	31602	28301	21994	32268	45831	57649	53475	37718	46343	23853	48886	69986	63413	88482	55260	30429	14921	12023	17104	18022	6501
mmu-miR-410-5p	4	5	2	2	1	2	2	3	3	3	3	1	7	5	5	13	4	3	1	0	3	0	2
mmu-miR-411-3p	764	800	775	651	516	846	1022	1469	1102	880	1045	523	1633	1901	1673	2502	1627	576	392	221	296	393	138
mmu-miR-411-5p	41967	49718	54210	37553	34427	49151	52938	75328	60909	46244	56512	32371	68664	93217	84342	111304	100857	34517	21704	15313	20175	23069	10030
mmu-miR-412-3p	12	12	9	15	8	9	22	21	26	24	19	8	21	61	49	56	31	17	5	9	11	8	1
mmu-miR-412-5p	34	48	59	38	22	59	124	223	150	163	157	76	219	250	222	399	304	74	70	43	60	46	20
mmu-miR-421-3p	1118	1394	1475	1020	906	1511	1879	2249	2117	1464	1911	913	2577	3303	2856	4162	3855	1649	1023	663	1011	1240	382
mmu-miR-421-5p	8	14	4	11	3	6	6	7	11	1	12	0	10	17	13	24	9	7	7	1	3	4	2
mmu-miR-423-3p	815	1089	973	789	762	1115	533	856	538	454	671	335	1143	1312	1189	1792	1670	1359	818	587	681	760	361
mmu-miR-423-5p	459	506	397	381	290	487	403	552	320	402	399	185	720	698	540	1043	1232	759	409	234	509	510	143
mmu-miR-425-3p	103	169	136	89	61	138	75	97	42	43	67	32	174	214	264	294	203	64	74	33	38	70	14
mmu-miR-425-5p	1567	2269	1917	1446	1241	1853	1288	1781	1564	936	1342	694	2690	3077	2756	3969	3240	2441	1589	982	1212	1797	551
mmu-miR-429-3p	23	112	22	7	12	12	2881	1832	2033	81	292	89	251	284	404	344	416	172922	84861	49452	90816	110670	25488
mmu-miR-429-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-431-3p	543	548	514	451	367	585	812	1005	816	659	768	399	1088	1597	1467	2159	1276	677	340	262	335	386	132
mmu-miR-431-5p	647	658	609	561	464	738	1274	1684	1629	812	1388	723	1123	1283	1154	1617	1403	1360	688	463	640	819	439
mmu-miR-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-433-3p	1531	1897	1714	1450	1242	1725	2093	3055	2473	1532	2420	1074	3290	4217	3230	5315	3730	1514	901	559	715	958	387
mmu-miR-433-5p	149	167	185	145	124	204	276	290	221	226	254	102	306	402	360	626	454	191	83	58	95	112	45
mmu-miR-434-3p	132827	159403	137663	128298	103213	154016	156241	190141	129751	112739	155814	65312	200110	270920	235125	441651	294718	137779	56272	38944	57042	84140	25042
mmu-miR-434-5p	5162	5805	6264	5176	3764	5743	10301	12048	8875	8603	9697	4013	10944	14294	14272	17816	14640	8075	4751	3254	4892	5344	1625
mmu-miR-448-3p	1480	2097	34	225	798	618	269	300	164	139	147	157	2174	217	2984	295	177	24	26	11	39	9	5
mmu-miR-448-5p	25	17	5	3	13	12	25	32	35	11	35	10	30	31	46	30	20	5	2	2	5	4	0
mmu-miR-449a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
mmu-miR-449a-5p	115	116	151	76	91	118	45	90	49	59	67	33	64	96	82	123	115	210	155	96	154	138	56
mmu-miR-449b	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
mmu-miR-449c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-449c-5p	22	9	23	19	14	14	9	11	13	6	9	5	4	12	7	16	12	26	19	13	20	25	9
mmu-miR-450a-1-3p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-450a-2-3p	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
mmu-miR-450a-5p	78	66	54	72	34	58	114	108	114	70	102	44	94	144	114	144	94	90	50	24	38	68	14
mmu-miR-450b-3p	1	0	1	3	0	2	1	2	1	3	3	1	1	2	1	2	1	0	2	1	1	1	0
mmu-miR-450b-5p	16	28	22	19	15	27	41	49	33	23	36	12	50	72	81	83	48	29	13	11	29	23	2
mmu-miR-451a	1219	1791	1436	1237	1040	1702	965	1604	812	937	1115	367	768	1821	1432	2155	912	1013	1031	364	638	923	257
mmu-miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-452-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-452-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
mmu-miR-453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-455-3p	123	170	118	140	93	150	30	29	31	34	41	18	51	71	69	103	43	130	58	40	48	77	27
mmu-miR-455-5p	223	310	246	221	171	277	74	77	82	45	51	20	86	96	95	132	117	296	199	105	152	197	36
mmu-miR-463-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-463-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-465a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	5	0	0	0	0	0	0
mmu-miR-465a-5p	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-465b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	5	0	0	0	0	0	0
mmu-miR-465b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-465c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	5	0	0	0	0	0	0
mmu-miR-465c-5p	0	0	0	4	2	2	0	0	2	2	0	0	4	4	0	2	2	0	0	2	0	0	0
mmu-miR-465d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-465d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466a-3p	531	842	686	464	643	479	143	192	180	117	192	168	297	377	374	837	375	323	208	117	91	298	78
mmu-miR-466a-5p	3	5	0	3	0	2	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
mmu-miR-466b-3p	560	884	714	491	675	508	151	198	190	121	205	179	312	390	377	867	394	334	219	123	97	313	80
mmu-miR-466b-5p	58	20	0	12	7	54	18	38	0	8	26	26	20	25	48	17	10	35	0	0	8	10	0
mmu-miR-466c-3p	560	884	714	491	675	508	151	198	190	121	205	179	312	390	377	867	394	334	219	123	97	313	80
mmu-miR-466c-5p	33	36	24	45	33	48	12	15	6	3	15	3	24	39	30	24	39	33	15	3	3	12	9
mmu-miR-466d-3p	23	22	16	18	16	20	3	14	5	4	10	4	9	17	20	25	18	19	11	3	5	5	7
mmu-miR-466d-5p	14	10	6	10	10	6	8	12	12	0	12	6	8	6	18	18	22	6	4	6	2	10	4
